   ccyy   conc_dhi_dhi   conc_dhi_hmc   conc_dhi_hmc_medianized_predict   conc_dhi_hmc_wor   conc_dhi_hmc_wor_pred   conc_dhi_inc_5_ours   conc_dhi_inc_5_ours_pred   conc_dhi_inc_5_ours_wor   conc_dhi_inc_5_ours_wor_pred   conc_dhi_tax_eff_ours   conc_dhi_tax_eff_ours_pred   conc_dhi_tax_eff_ours_wor   conc_dhi_tax_eff_ours_wor_pred   gini_dhi_scope_hmc   gini_inc1   gini_inc2   gini_inc3   gini_inc4   gini_inc_5_ours   gini_inc_5_ours_pred   gini_inc_5_ours_wor   gini_inc_5_ours_wor_pred   mean_dhi   mean_hchous   mean_hitp   mean_hmc   mean_hmc_pred_scaled   mean_hmc_scaled   mean_hmc_wor_pred_scaled   mean_hmc_wor_scaled   mean_hmchous   mean_inc1   mean_inc2   mean_inc3   mean_inc4   mean_scope  
    ca98       .3109312              .                          .1721125                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3123245                 .                      .                     .                          .   27416.64             0    87.59022          0                      0                 0                          0                     0              0           0           0           0    26865.94      .997718  
    ca00       .3159964              .                          .1741691                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .3177643                 .                      .                     .                          .   29007.09             0    149.7799          0                      0                 0                          0                     0              0           0           0           0    28432.82     .9974259  
    ca04       .3190819              .                          .1764736                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .      .48013    .3990295    .3631638      .32128                 .                      .                     .                          .   33925.97             0    146.5004          0                      0                 0                          0                     0              0    38081.71    43155.89    45380.42    33186.99     .9984719  
    ca07       .3177467              .                          .1751524                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .    .4770752    .3968613    .3613323    .3188173                 .                      .                     .                          .   39348.68             0    181.6757          0                      0                 0                          0                     0              0    43428.83     49224.3    51764.52    38457.95     .9993745  
    ca10       .3172654              .                          .1750142                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .    .4834074    .4067698    .3588648    .3175303                 .                      .                     .                          .   42085.06             0    169.6618          0                      0                 0                          0                     0              0    45014.21    50797.02    54424.31    41259.66     .9990181  
    ca13       .3208294              .                          .1791306                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .    .4772426    .4003378    .3576802    .3208265                 .                      .                     .                          .   46155.26             0    180.6037          0                      0                 0                          0                     0              0     49861.7    56765.16    60237.28    45369.05     .9993991  
    cn02       .4152188       .3518681                           .229858           .3492178                       .                     .                          .                         .                              .                       .                            .                           .                                .             .4152188           .           .           .           .                 .                      .                     .                          .   9213.396      582.0296           0   6148.756                      0                 0                          0                     0       149.3766           0           0           0           0     .9988706  
    co07       .5514754              .                          .3540738                  .                       .                     .                    .578022                         .                              .                       .                     .3540738                           .                                .                    .           .           .           .     .551568                 .               .5784221                     .                          .    6535803             0    361608.6          0                6091747                 0                          0                     0       439059.2           0           0           0     6529113     .8888583  
    cz92       .2057225              .                          .1153127                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   55501.32             0           0          0                      0                 0                          0                     0              0           0           0           0           0     .9999313  
    cz96       .2563807              .                          .1443001                  .                       .                     .                   .2808547                         .                              .                       .                     .1443001                           .                                .                    .           .           .           .           .                 .               .2808684                     .                          .   107160.5             0           0          0                98226.8                 0                          0                     0              0           0           0           0           0     .9996461  
    cz02        .255491              .                          .1435932                  .                       .                     .                    .276767                         .                              .                       .                     .1435932                           .                                .                    .    .4752629    .3629814    .3307831    .2556057                 .               .2767799                     .                          .   155257.8             0    2450.519          0                 142122                 0                          0                     0              0    193667.5    223957.8    235020.5    155185.3     .9999153  
    cz04        .266581              .                          .1473439                  .                .1514317                     .                   .2931891                         .                       .2920229                       .                     .1473439                           .                         .1514317                    .    .4788663    .3683709     .339484     .266581                 .               .2933382                     .                   .2921624   174319.9             0    2680.207          0               162652.7                 0                   156311.5                     0       30842.45    221430.9    256082.8    267903.7    174319.9            1  
    cz07       .2516939              .                          .1345551                  .                .1378275                     .                   .2782237                         .                       .2772749                       .                     .1345551                           .                         .1378275                    .    .4579208    .3475452     .324702    .2516939                 .               .2789387                     .                   .2778702   218077.5      43028.82    4030.676          0               202742.1                 0                     195562                     0       38881.63    276979.8    319632.1    333808.8    218077.5     .9997165  
    cz10         .25633              .                          .1294934                  .                 .133171                     .                   .2844148                         .                       .2833488                       .                     .1294934                           .                          .133171                    .     .459274    .3384139    .3196689      .25633                 .               .2850583                     .                   .2838848   245798.6       45813.7    5701.814          0               223130.8                 0                   214490.4                     0       44104.71    293532.4    345329.9    358760.3    245798.6     .9998538  
    cz13       .2587313              .                          .1293308                  .                 .133083                     .                   .2915962                         .                       .2903829                       .                     .1293308                           .                          .133083                    .    .4701174    .3436319    .3234977    .2587313                 .               .2923798                     .                   .2910608   257867.2      49681.03    6428.209          0               241128.8                 0                   232838.3                     0       46675.68    307294.2      362929    375280.6    257867.2     .9992692  
    dk87       .2520936              .                          .1412763                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2563185                 .                      .                     .                          .   117170.9      4532.239    194.5412          0                      0                 0                          0                     0       341.6166           0           0           0    116404.1     .9932477  
    dk92       .2370991              .                          .1347924                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2395364                 .                      .                     .                          .   133124.5      4313.186    172.8314          0                      0                 0                          0                     0       325.1056           0           0           0      131778     .9946839  
    dk95       .2207273              .                          .1240336                  .                       .                     .                   .2573078                         .                              .                       .                     .1240336                           .                                .                    .           .           .           .    .2232863                 .               .2573642                     .                          .     150255             0    701.9366          0               146460.5                 0                          0                     0              0           0           0           0    148415.3     .9985968  
    dk00       .2247808              .                          .1272126                  .                       .                     .                   .2704453                         .                              .                       .                     .1272126                           .                                .                    .    .4417824    .3274101     .272119    .2270365                 .               .2705247                     .                          .   178621.7             0    918.8016          0               189018.3                 0                          0                     0              0    211193.6      245448    268540.2    175867.1     .9983926  
    dk04       .2284362              .                           .145269                  .                .1643197                     .                   .2642148                         .                        .255383                       .                      .145269                           .                         .1643197                    .    .4522499    .3313069    .2708351    .2291761                 .               .2672591                     .                   .2579654   203321.5      37729.47    1273.913          0               204477.6                 0                   188540.7                     0       19095.57    231115.5    271803.2    299698.8      201215     .9969199  
    dk07       .2391267              .                          .1341649                  .                .1193559                     .                   .2918988                         .                       .2979064                       .                     .1341649                           .                         .1193559                    .    .4463652    .3300875    .2829599     .240498                 .               .2919724                     .                   .2988111   226296.3      31583.44    3624.343          0               245054.3                 0                   226442.7                     0       2380.596    269554.7    316187.6    340617.8    225488.9     .9961373  
    dk10       .2518379              .                          .1405376                  .                .1259013                     .                   .2945305                         .                       .2987868                       .                     .1405376                           .                         .1259013                    .    .4771176    .3476548    .2935441     .254573                 .               .2945755                     .                     .29946     249992      26266.26    4737.735          0                 247701                 0                   226566.5                     0       1979.814    278967.2    335406.9    364465.1    247857.2     .9966494  
    dk13       .2505052              .                          .1415016                  .                .1255184                     .                   .2920876                         .                       .2968757                       .                     .1415016                           .                         .1255184                    .    .4847886    .3476737    .2904432    .2537107                 .               .2921331                     .                   .2975957   258096.8      26010.28    2591.489          0               253810.7                 0                     231661                     0        1960.52    287665.7    347787.9    378921.3    255966.8     .9985921  
    do07       .5122895       .3606753                          .3189312           .3511743                       .                     .                          .                         .                              .                       .                            .                           .                                .             .5122895           .           .           .    .5126703                 .                      .                     .                          .   115753.2             0    12996.44   105892.8                      0                 0                          0                     0        11439.3           0           0           0    115608.9     .9928774  
    eg12        .512148              .                          .2676165                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .           .                 .                      .                     .                          .   11708.92             0    478.1881          0                      0                 0                          0                     0              0           0           0           0           0     .9834682  
    ee00       .3602241       .2731975                           .222795           .2877059                .2235341               .386244                   .4013137                  .3818734                        .401031                .2731975                      .222795                    .2877059                         .2235341             .3602241           .           .           .    .3415066          .3943915               .4063328              .3904747                   .4057222    46053.3             0    255.5905   45220.17               47637.77          47637.77                   46861.22              46861.22       5990.598           0           0           0    39275.21     .9940083  
    ee04       .3467705              .                          .1955162                  .                .1966729                     .                   .3992395                         .                       .3987327                       .                     .1955162                           .                         .1966729                    .           .           .           .    .3477345                 .               .4016143                     .                   .4010005   66962.55      8601.271    785.5428          0               76998.53                 0                   75827.58                     0       8601.266           0           0           0    66830.46     .9897961  
    ee07        .312315              .                          .1786324                  .                .1814756                     .                   .3613169                         .                        .360099                       .                     .1786324                           .                         .1814756                    .           .           .           .           .                 .               .3630272                     .                   .3617873   112682.1             0           0          0               123966.3                 0                   120879.8                     0       10968.31           0           0           0           0     .9989985  
    ee10       .3181769              .                          .1707048                  .                .1728394                     .                   .3632701                         .                       .3624842                       .                     .1707048                           .                         .1728394                    .    .4829049    .3830864    .3655624    .3181769                 .               .3641841                     .                   .3633612   115164.3             0    1215.237          0               109667.8                 0                   107823.9                     0       13959.65    144486.6    164612.7    174378.9    115164.3     .9832776  
    ee13       .3510275              .                          .1840398                  .                 .187059                     .                   .4055854                         .                       .4044039                       .                     .1840398                           .                          .187059                    .    .5271606    .4220746    .4101454    .3516743                 .               .4068505                     .                   .4055984   9752.055             0    78.11605          0               9959.433                 0                    9753.35                     0       1089.327    11339.16    13004.91    13619.66     9727.44      .954864  
    fi87       .2068559              .                          .1178586                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2074266                 .                      .                     .                          .   64711.18      2813.512    140.4447          0                      0                 0                          0                     0       212.0679           0           0           0    64378.32     .9998171  
    fi91       .2087856              .                          .1316233                  .                       .                     .                          .                         .                              .                       .                            .                           .                                .                    .           .           .           .    .2101321                 .                      .                     .                          .   88886.86      14064.84    224.2915          0                      0                 0                          0                     0       8704.917           0           0           0       88207     .9994943  
    fi95       .2171414              .                          .1226907                  .                .1302722                     .                   .2464539                         .                       .2436409                       .                     .1226907                           .                         .1302722                    .           .           .           .     .216832                 .               .2464909                     .                   .2462065   87057.11       6482.37    951.6192          0               76419.94                 0                   71156.57                     0       656.6501           0           0           0    87605.46     .9997848  
